"","df.location","df.parameter","df.value","df.unit","df.country","df.city","date","averagingPeriod"
"67662","Woolloongabba","pm25",25.9,"µg/m³","AU","South East Queensland","2019-11-21T19:00:00.000Z",1
"67672","Springwood","pm25",14.3,"µg/m³","AU","South East Queensland","2019-11-21T19:00:00.000Z",1
"67692","Wynnum","pm25",11.5,"µg/m³","AU","South East Queensland","2019-11-21T19:00:00.000Z",1
"67702","Hopeland","pm25",21.4,"µg/m³","AU","South West Queensland","2019-11-21T19:00:00.000Z",1
"67713","Cannon Hill","pm25",24.4,"µg/m³","AU","South East Queensland","2019-11-21T19:00:00.000Z",1
"67721","Upper Humbug","pm25",32.6,"µg/m³","AU","South West Queensland","2019-11-21T19:00:00.000Z",1
"67732","Miles Airport","pm25",-9999,"µg/m³","AU","South West Queensland","2019-11-21T19:00:00.000Z",1
"67742","North Ward","pm25",23,"µg/m³","AU","Townsville","2019-11-21T19:00:00.000Z",1
"67752","Lytton","pm25",12.8,"µg/m³","AU","South East Queensland","2019-11-21T19:00:00.000Z",1
"67762","South Brisbane","pm25",20.3,"µg/m³","AU","South East Queensland","2019-11-21T19:00:00.000Z",1
"67772","Wynnum West","pm25",15.4,"µg/m³","AU","South East Queensland","2019-11-21T19:00:00.000Z",1
"67812","Miles Airport","pm25",-9999,"µg/m³","AU","South West Queensland","2019-11-21T18:00:00.000Z",1
"67821","Cannon Hill","pm25",24.8,"µg/m³","AU","South East Queensland","2019-11-21T18:00:00.000Z",1
"67831","Hopeland","pm25",22,"µg/m³","AU","South West Queensland","2019-11-21T18:00:00.000Z",1
"67841","Upper Humbug","pm25",33.4,"µg/m³","AU","South West Queensland","2019-11-21T18:00:00.000Z",1
"67851","Wynnum","pm25",11.1,"µg/m³","AU","South East Queensland","2019-11-21T18:00:00.000Z",1
"67861","Lytton","pm25",12.9,"µg/m³","AU","South East Queensland","2019-11-21T18:00:00.000Z",1
"6787","North Ward","pm25",23,"µg/m³","AU","Townsville","2019-11-21T18:00:00.000Z",1
"6788","Southport","pm25",8.4,"µg/m³","AU","South East Queensland","2019-11-21T18:00:00.000Z",1
"6789","Woolloongabba","pm25",26.3,"µg/m³","AU","South East Queensland","2019-11-21T18:00:00.000Z",1
"6790","Targinie","pm25",14.6,"µg/m³","AU","Gladstone","2019-11-21T18:00:00.000Z",1
"67911","Rocklea","pm25",24.4,"µg/m³","AU","South East Queensland","2019-11-21T18:00:00.000Z",1
"6792","Springwood","pm25",14.2,"µg/m³","AU","South East Queensland","2019-11-21T18:00:00.000Z",1
"67931","South Brisbane","pm25",20.7,"µg/m³","AU","South East Queensland","2019-11-21T18:00:00.000Z",1
"67941","Boyne Island","pm25",13,"µg/m³","AU","Gladstone","2019-11-21T18:00:00.000Z",1
"67951","South Gladstone","pm25",15.1,"µg/m³","AU","Gladstone","2019-11-21T18:00:00.000Z",1
"67961","Boat Creek","pm25",12.7,"µg/m³","AU","Gladstone","2019-11-21T18:00:00.000Z",1
"67971","Wynnum West","pm25",15.4,"µg/m³","AU","South East Queensland","2019-11-21T18:00:00.000Z",1
"67982","Blackwater","pm25",20,"µg/m³","AU","Central Queensland","2019-11-21T18:00:00.000Z",1
"67991","Moranbah","pm25",24.1,"µg/m³","AU","Central Queensland","2019-11-21T18:00:00.000Z",1
"6800","West Mackay","pm25",17.4,"µg/m³","AU","Central Queensland","2019-11-21T18:00:00.000Z",1
"68011","Fisherman's Landing","pm25",12.7,"µg/m³","AU","Gladstone","2019-11-21T18:00:00.000Z",1
"6802","Clinton","pm25",15.7,"µg/m³","AU","Gladstone","2019-11-21T18:00:00.000Z",1
"68121","Boat Creek","pm25",13,"µg/m³","AU","Gladstone","2019-11-21T17:00:00.000Z",1
"6813","South Gladstone","pm25",15.5,"µg/m³","AU","Gladstone","2019-11-21T17:00:00.000Z",1
"68141","Fisherman's Landing","pm25",13.1,"µg/m³","AU","Gladstone","2019-11-21T17:00:00.000Z",1
"68151","Clinton","pm25",16.2,"µg/m³","AU","Gladstone","2019-11-21T17:00:00.000Z",1
"68161","West Mackay","pm25",17.6,"µg/m³","AU","Central Queensland","2019-11-21T17:00:00.000Z",1
"68172","Boyne Island","pm25",13.5,"µg/m³","AU","Gladstone","2019-11-21T17:00:00.000Z",1
"68182","Cannon Hill","pm25",25.2,"µg/m³","AU","South East Queensland","2019-11-21T17:00:00.000Z",1
"68192","Hopeland","pm25",22.5,"µg/m³","AU","South West Queensland","2019-11-21T17:00:00.000Z",1
"68202","Upper Humbug","pm25",34.1,"µg/m³","AU","South West Queensland","2019-11-21T17:00:00.000Z",1
"68212","Miles Airport","pm25",-9999,"µg/m³","AU","South West Queensland","2019-11-21T17:00:00.000Z",1
"68222","Wynnum West","pm25",15.8,"µg/m³","AU","South East Queensland","2019-11-21T17:00:00.000Z",1
"68232","Wynnum","pm25",11.1,"µg/m³","AU","South East Queensland","2019-11-21T17:00:00.000Z",1
"68242","Lytton","pm25",13,"µg/m³","AU","South East Queensland","2019-11-21T17:00:00.000Z",1
"68252","Woolloongabba","pm25",26.8,"µg/m³","AU","South East Queensland","2019-11-21T17:00:00.000Z",1
"68261","Springwood","pm25",14,"µg/m³","AU","South East Queensland","2019-11-21T17:00:00.000Z",1
"68271","Southport","pm25",8.7,"µg/m³","AU","South East Queensland","2019-11-21T17:00:00.000Z",1
"68281","Rocklea","pm25",24.9,"µg/m³","AU","South East Queensland","2019-11-21T17:00:00.000Z",1
"68291","Blackwater","pm25",20.3,"µg/m³","AU","Central Queensland","2019-11-21T17:00:00.000Z",1
"6830","South Brisbane","pm25",21.1,"µg/m³","AU","South East Queensland","2019-11-21T17:00:00.000Z",1
"6831","North Ward","pm25",22.8,"µg/m³","AU","Townsville","2019-11-21T17:00:00.000Z",1
"6832","Targinie","pm25",15,"µg/m³","AU","Gladstone","2019-11-21T17:00:00.000Z",1
"68451","Moranbah","pm25",24.6,"µg/m³","AU","Central Queensland","2019-11-21T17:00:00.000Z",1
"6846","Hopeland","pm25",23.2,"µg/m³","AU","South West Queensland","2019-11-21T16:00:00.000Z",1
"68471","Miles Airport","pm25",-9999,"µg/m³","AU","South West Queensland","2019-11-21T16:00:00.000Z",1
"68482","Upper Humbug","pm25",35,"µg/m³","AU","South West Queensland","2019-11-21T16:00:00.000Z",1
"68492","North Ward","pm25",22.3,"µg/m³","AU","Townsville","2019-11-21T16:00:00.000Z",1
"68502","Cannon Hill","pm25",25.7,"µg/m³","AU","South East Queensland","2019-11-21T16:00:00.000Z",1
"68512","Lytton","pm25",14.1,"µg/m³","AU","South East Queensland","2019-11-21T16:00:00.000Z",1
"68522","Rocklea","pm25",26.2,"µg/m³","AU","South East Queensland","2019-11-21T16:00:00.000Z",1
"68532","Targinie","pm25",15.2,"µg/m³","AU","Gladstone","2019-11-21T16:00:00.000Z",1
"68542","Boat Creek","pm25",13.4,"µg/m³","AU","Gladstone","2019-11-21T16:00:00.000Z",1
"68552","Springwood","pm25",13.5,"µg/m³","AU","South East Queensland","2019-11-21T16:00:00.000Z",1
"68562","Southport","pm25",9.1,"µg/m³","AU","South East Queensland","2019-11-21T16:00:00.000Z",1
"68572","Boyne Island","pm25",13.9,"µg/m³","AU","Gladstone","2019-11-21T16:00:00.000Z",1
"68582","Woolloongabba","pm25",27.6,"µg/m³","AU","South East Queensland","2019-11-21T16:00:00.000Z",1
"68592","Blackwater","pm25",20.5,"µg/m³","AU","Central Queensland","2019-11-21T16:00:00.000Z",1
"68602","West Mackay","pm25",17.9,"µg/m³","AU","Central Queensland","2019-11-21T16:00:00.000Z",1
"68612","Moranbah","pm25",25.3,"µg/m³","AU","Central Queensland","2019-11-21T16:00:00.000Z",1
"68622","Fisherman's Landing","pm25",13.5,"µg/m³","AU","Gladstone","2019-11-21T16:00:00.000Z",1
"68632","Clinton","pm25",16.6,"µg/m³","AU","Gladstone","2019-11-21T16:00:00.000Z",1
"68642","South Gladstone","pm25",15.9,"µg/m³","AU","Gladstone","2019-11-21T16:00:00.000Z",1
"68652","South Brisbane","pm25",21.8,"µg/m³","AU","South East Queensland","2019-11-21T16:00:00.000Z",1
"68662","Wynnum","pm25",11.2,"µg/m³","AU","South East Queensland","2019-11-21T16:00:00.000Z",1
"68671","Wynnum West","pm25",15.1,"µg/m³","AU","South East Queensland","2019-11-21T16:00:00.000Z",1
"68831","Clinton","pm25",17,"µg/m³","AU","Gladstone","2019-11-21T15:00:00.000Z",1
"68841","South Gladstone","pm25",16.3,"µg/m³","AU","Gladstone","2019-11-21T15:00:00.000Z",1
"6885","Hopeland","pm25",24,"µg/m³","AU","South West Queensland","2019-11-21T15:00:00.000Z",1
"6886","North Ward","pm25",21.3,"µg/m³","AU","Townsville","2019-11-21T15:00:00.000Z",1
"68871","Upper Humbug","pm25",36,"µg/m³","AU","South West Queensland","2019-11-21T15:00:00.000Z",1
"68881","Miles Airport","pm25",-9999,"µg/m³","AU","South West Queensland","2019-11-21T15:00:00.000Z",1
"68892","South Brisbane","pm25",23.6,"µg/m³","AU","South East Queensland","2019-11-21T15:00:00.000Z",1
"6890","Moranbah","pm25",25.9,"µg/m³","AU","Central Queensland","2019-11-21T15:00:00.000Z",1
"68912","Blackwater","pm25",20.8,"µg/m³","AU","Central Queensland","2019-11-21T15:00:00.000Z",1
"6901","Cannon Hill","pm25",27.3,"µg/m³","AU","South East Queensland","2019-11-21T15:00:00.000Z",1
"6902","Wynnum","pm25",12,"µg/m³","AU","South East Queensland","2019-11-21T15:00:00.000Z",1
"6903","Wynnum West","pm25",15.5,"µg/m³","AU","South East Queensland","2019-11-21T15:00:00.000Z",1
"6904","Woolloongabba","pm25",29.6,"µg/m³","AU","South East Queensland","2019-11-21T15:00:00.000Z",1
"6905","Springwood","pm25",12.9,"µg/m³","AU","South East Queensland","2019-11-21T15:00:00.000Z",1
"69061","Southport","pm25",9.4,"µg/m³","AU","South East Queensland","2019-11-21T15:00:00.000Z",1
"6907","Rocklea","pm25",27.9,"µg/m³","AU","South East Queensland","2019-11-21T15:00:00.000Z",1
"69081","Fisherman's Landing","pm25",13.8,"µg/m³","AU","Gladstone","2019-11-21T15:00:00.000Z",1
"69092","Boat Creek","pm25",13.7,"µg/m³","AU","Gladstone","2019-11-21T15:00:00.000Z",1
"69102","West Mackay","pm25",18.1,"µg/m³","AU","Central Queensland","2019-11-21T15:00:00.000Z",1
"69112","Boyne Island","pm25",14.2,"µg/m³","AU","Gladstone","2019-11-21T15:00:00.000Z",1
"69122","Targinie","pm25",15.5,"µg/m³","AU","Gladstone","2019-11-21T15:00:00.000Z",1
"69132","Lytton","pm25",16.6,"µg/m³","AU","South East Queensland","2019-11-21T15:00:00.000Z",1
"69142","Upper Humbug","pm25",35.1,"µg/m³","AU","South West Queensland","2019-11-21T14:00:00.000Z",1
"69151","Miles Airport","pm25",-9999,"µg/m³","AU","South West Queensland","2019-11-21T14:00:00.000Z",1
"69162","Lytton","pm25",19.1,"µg/m³","AU","South East Queensland","2019-11-21T14:00:00.000Z",1
"69172","Cannon Hill","pm25",28,"µg/m³","AU","South East Queensland","2019-11-21T14:00:00.000Z",1
"69182","North Ward","pm25",20.6,"µg/m³","AU","Townsville","2019-11-21T14:00:00.000Z",1
"69192","Springwood","pm25",12.8,"µg/m³","AU","South East Queensland","2019-11-21T14:00:00.000Z",1
"69202","South Brisbane","pm25",24.2,"µg/m³","AU","South East Queensland","2019-11-21T14:00:00.000Z",1
"69212","Wynnum West","pm25",16.8,"µg/m³","AU","South East Queensland","2019-11-21T14:00:00.000Z",1
"69222","Targinie","pm25",15.6,"µg/m³","AU","Gladstone","2019-11-21T14:00:00.000Z",1
"69232","Rocklea","pm25",28.6,"µg/m³","AU","South East Queensland","2019-11-21T14:00:00.000Z",1
"69241","Southport","pm25",9.6,"µg/m³","AU","South East Queensland","2019-11-21T14:00:00.000Z",1
"69251","Woolloongabba","pm25",30.1,"µg/m³","AU","South East Queensland","2019-11-21T14:00:00.000Z",1
"69261","Boat Creek","pm25",13.8,"µg/m³","AU","Gladstone","2019-11-21T14:00:00.000Z",1
"69272","Clinton","pm25",17.2,"µg/m³","AU","Gladstone","2019-11-21T14:00:00.000Z",1
"69282","South Gladstone","pm25",16.4,"µg/m³","AU","Gladstone","2019-11-21T14:00:00.000Z",1
"69291","Fisherman's Landing","pm25",13.9,"µg/m³","AU","Gladstone","2019-11-21T14:00:00.000Z",1
"69302","West Mackay","pm25",18.2,"µg/m³","AU","Central Queensland","2019-11-21T14:00:00.000Z",1
"69312","Moranbah","pm25",26.2,"µg/m³","AU","Central Queensland","2019-11-21T14:00:00.000Z",1
"69342","Boyne Island","pm25",14.4,"µg/m³","AU","Gladstone","2019-11-21T14:00:00.000Z",1
"69352","Blackwater","pm25",21,"µg/m³","AU","Central Queensland","2019-11-21T14:00:00.000Z",1
"6945","Wynnum","pm25",12.6,"µg/m³","AU","South East Queensland","2019-11-21T14:00:00.000Z",1
"69461","Hopeland","pm25",24.6,"µg/m³","AU","South West Queensland","2019-11-21T14:00:00.000Z",1
"6948","West Mackay","pm25",18.4,"µg/m³","AU","Central Queensland","2019-11-21T13:00:00.000Z",1
"69491","Blackwater","pm25",21.3,"µg/m³","AU","Central Queensland","2019-11-21T13:00:00.000Z",1
"69502","Moranbah","pm25",26.7,"µg/m³","AU","Central Queensland","2019-11-21T13:00:00.000Z",1
"69512","Hopeland","pm25",25.1,"µg/m³","AU","South West Queensland","2019-11-21T13:00:00.000Z",1
"69521","Upper Humbug","pm25",33.7,"µg/m³","AU","South West Queensland","2019-11-21T13:00:00.000Z",1
"69531","Wynnum West","pm25",18.9,"µg/m³","AU","South East Queensland","2019-11-21T13:00:00.000Z",1
"69541","Springwood","pm25",13,"µg/m³","AU","South East Queensland","2019-11-21T13:00:00.000Z",1
"69552","Wynnum","pm25",14.5,"µg/m³","AU","South East Queensland","2019-11-21T13:00:00.000Z",1
"69561","Lytton","pm25",21.5,"µg/m³","AU","South East Queensland","2019-11-21T13:00:00.000Z",1
"69571","Cannon Hill","pm25",29,"µg/m³","AU","South East Queensland","2019-11-21T13:00:00.000Z",1
"69581","South Brisbane","pm25",25.1,"µg/m³","AU","South East Queensland","2019-11-21T13:00:00.000Z",1
"69591","Southport","pm25",9.9,"µg/m³","AU","South East Queensland","2019-11-21T13:00:00.000Z",1
"69601","Woolloongabba","pm25",31.3,"µg/m³","AU","South East Queensland","2019-11-21T13:00:00.000Z",1
"69613","Boyne Island","pm25",14.6,"µg/m³","AU","Gladstone","2019-11-21T13:00:00.000Z",1
"69622","Rocklea","pm25",30.4,"µg/m³","AU","South East Queensland","2019-11-21T13:00:00.000Z",1
"69632","South Gladstone","pm25",16.6,"µg/m³","AU","Gladstone","2019-11-21T13:00:00.000Z",1
"69642","Boat Creek","pm25",14,"µg/m³","AU","Gladstone","2019-11-21T13:00:00.000Z",1
"69652","Targinie","pm25",15.8,"µg/m³","AU","Gladstone","2019-11-21T13:00:00.000Z",1
"69662","Clinton","pm25",17.4,"µg/m³","AU","Gladstone","2019-11-21T13:00:00.000Z",1
"69672","Fisherman's Landing","pm25",14.2,"µg/m³","AU","Gladstone","2019-11-21T13:00:00.000Z",1
"69682","Miles Airport","pm25",-9999,"µg/m³","AU","South West Queensland","2019-11-21T13:00:00.000Z",1
"69692","North Ward","pm25",19.5,"µg/m³","AU","Townsville","2019-11-21T13:00:00.000Z",1
"69732","Moranbah","pm25",27.1,"µg/m³","AU","Central Queensland","2019-11-21T12:00:00.000Z",1
"69741","West Mackay","pm25",18.6,"µg/m³","AU","Central Queensland","2019-11-21T12:00:00.000Z",1
"69761","Blackwater","pm25",21.5,"µg/m³","AU","Central Queensland","2019-11-21T12:00:00.000Z",1
"69802","Upper Humbug","pm25",32.1,"µg/m³","AU","South West Queensland","2019-11-21T12:00:00.000Z",1
"69812","Miles Airport","pm25",-9999,"µg/m³","AU","South West Queensland","2019-11-21T12:00:00.000Z",1
"69822","Fisherman's Landing","pm25",14.5,"µg/m³","AU","Gladstone","2019-11-21T12:00:00.000Z",1
"69832","North Ward","pm25",18.3,"µg/m³","AU","Townsville","2019-11-21T12:00:00.000Z",1
"6987","Hopeland","pm25",24.7,"µg/m³","AU","South West Queensland","2019-11-21T12:00:00.000Z",1
"6989","Lytton","pm25",21.6,"µg/m³","AU","South East Queensland","2019-11-21T12:00:00.000Z",1
"6990","Wynnum West","pm25",19.8,"µg/m³","AU","South East Queensland","2019-11-21T12:00:00.000Z",1
"69911","Wynnum","pm25",16,"µg/m³","AU","South East Queensland","2019-11-21T12:00:00.000Z",1
"6992","Springwood","pm25",13.4,"µg/m³","AU","South East Queensland","2019-11-21T12:00:00.000Z",1
"6993","Woolloongabba","pm25",32.6,"µg/m³","AU","South East Queensland","2019-11-21T12:00:00.000Z",1
"69941","South Brisbane","pm25",26,"µg/m³","AU","South East Queensland","2019-11-21T12:00:00.000Z",1
"69952","Boyne Island","pm25",14.8,"µg/m³","AU","Gladstone","2019-11-21T12:00:00.000Z",1
"69962","Targinie","pm25",16.1,"µg/m³","AU","Gladstone","2019-11-21T12:00:00.000Z",1
"69972","Boat Creek","pm25",14.2,"µg/m³","AU","Gladstone","2019-11-21T12:00:00.000Z",1
"69982","Clinton","pm25",17.6,"µg/m³","AU","Gladstone","2019-11-21T12:00:00.000Z",1
"69992","South Gladstone","pm25",16.8,"µg/m³","AU","Gladstone","2019-11-21T12:00:00.000Z",1
"70002","Rocklea","pm25",31,"µg/m³","AU","South East Queensland","2019-11-21T12:00:00.000Z",1
"70011","Southport","pm25",10.3,"µg/m³","AU","South East Queensland","2019-11-21T12:00:00.000Z",1
"70022","Cannon Hill","pm25",29.1,"µg/m³","AU","South East Queensland","2019-11-21T12:00:00.000Z",1
"70051","North Ward","pm25",17.1,"µg/m³","AU","Townsville","2019-11-21T11:00:00.000Z",1
"70061","Hopeland","pm25",23.5,"µg/m³","AU","South West Queensland","2019-11-21T11:00:00.000Z",1
"70071","Miles Airport","pm25",-9999,"µg/m³","AU","South West Queensland","2019-11-21T11:00:00.000Z",1
"70081","Cannon Hill","pm25",27.2,"µg/m³","AU","South East Queensland","2019-11-21T11:00:00.000Z",1
"70091","Wynnum","pm25",17.1,"µg/m³","AU","South East Queensland","2019-11-21T11:00:00.000Z",1
"70101","Lytton","pm25",21.2,"µg/m³","AU","South East Queensland","2019-11-21T11:00:00.000Z",1
"70112","Upper Humbug","pm25",29.8,"µg/m³","AU","South West Queensland","2019-11-21T11:00:00.000Z",1
"70122","Woolloongabba","pm25",32.8,"µg/m³","AU","South East Queensland","2019-11-21T11:00:00.000Z",1
"70131","Southport","pm25",10.7,"µg/m³","AU","South East Queensland","2019-11-21T11:00:00.000Z",1
"70142","Springwood","pm25",13.9,"µg/m³","AU","South East Queensland","2019-11-21T11:00:00.000Z",1
"70152","South Brisbane","pm25",26.5,"µg/m³","AU","South East Queensland","2019-11-21T11:00:00.000Z",1
"70162","Rocklea","pm25",30.8,"µg/m³","AU","South East Queensland","2019-11-21T11:00:00.000Z",1
"70172","Wynnum West","pm25",21.1,"µg/m³","AU","South East Queensland","2019-11-21T11:00:00.000Z",1
"70272","Boyne Island","pm25",15,"µg/m³","AU","Gladstone","2019-11-21T11:00:00.000Z",1
"70282","Boat Creek","pm25",14.4,"µg/m³","AU","Gladstone","2019-11-21T11:00:00.000Z",1
"70292","Fisherman's Landing","pm25",14.7,"µg/m³","AU","Gladstone","2019-11-21T11:00:00.000Z",1
"70302","Moranbah","pm25",26.9,"µg/m³","AU","Central Queensland","2019-11-21T11:00:00.000Z",1
"70312","West Mackay","pm25",18.8,"µg/m³","AU","Central Queensland","2019-11-21T11:00:00.000Z",1
"70321","South Gladstone","pm25",17.1,"µg/m³","AU","Gladstone","2019-11-21T11:00:00.000Z",1
"70331","Blackwater","pm25",21.6,"µg/m³","AU","Central Queensland","2019-11-21T11:00:00.000Z",1
"70341","Clinton","pm25",17.8,"µg/m³","AU","Gladstone","2019-11-21T11:00:00.000Z",1
"70351","Targinie","pm25",16.3,"µg/m³","AU","Gladstone","2019-11-21T11:00:00.000Z",1
"70381","South Gladstone","pm25",17.3,"µg/m³","AU","Gladstone","2019-11-21T10:00:00.000Z",1
"70392","Fisherman's Landing","pm25",14.9,"µg/m³","AU","Gladstone","2019-11-21T10:00:00.000Z",1
"70401","Clinton","pm25",18.1,"µg/m³","AU","Gladstone","2019-11-21T10:00:00.000Z",1
"70413","North Ward","pm25",15.8,"µg/m³","AU","Townsville","2019-11-21T10:00:00.000Z",1
"70422","Upper Humbug","pm25",28.5,"µg/m³","AU","South West Queensland","2019-11-21T10:00:00.000Z",1
"70432","Boat Creek","pm25",14.7,"µg/m³","AU","Gladstone","2019-11-21T10:00:00.000Z",1
"70442","Cannon Hill","pm25",25,"µg/m³","AU","South East Queensland","2019-11-21T10:00:00.000Z",1
"70452","Wynnum","pm25",18.1,"µg/m³","AU","South East Queensland","2019-11-21T10:00:00.000Z",1
"70462","Hopeland","pm25",22.9,"µg/m³","AU","South West Queensland","2019-11-21T10:00:00.000Z",1
"70471","Boyne Island","pm25",15.2,"µg/m³","AU","Gladstone","2019-11-21T10:00:00.000Z",1
"70481","Targinie","pm25",16.5,"µg/m³","AU","Gladstone","2019-11-21T10:00:00.000Z",1
"70491","Blackwater","pm25",21.4,"µg/m³","AU","Central Queensland","2019-11-21T10:00:00.000Z",1
"70502","West Mackay","pm25",19,"µg/m³","AU","Central Queensland","2019-11-21T10:00:00.000Z",1
"70511","Moranbah","pm25",26,"µg/m³","AU","Central Queensland","2019-11-21T10:00:00.000Z",1
"70591","Wynnum West","pm25",21.4,"µg/m³","AU","South East Queensland","2019-11-21T10:00:00.000Z",1
"70641","Miles Airport","pm25",-9999,"µg/m³","AU","South West Queensland","2019-11-21T10:00:00.000Z",1
"70651","Southport","pm25",11.2,"µg/m³","AU","South East Queensland","2019-11-21T10:00:00.000Z",1
"7066","Rocklea","pm25",30.9,"µg/m³","AU","South East Queensland","2019-11-21T10:00:00.000Z",1
"70671","Woolloongabba","pm25",32.7,"µg/m³","AU","South East Queensland","2019-11-21T10:00:00.000Z",1
"7068","Springwood","pm25",14.3,"µg/m³","AU","South East Queensland","2019-11-21T10:00:00.000Z",1
